Dataset,Classifier,Balancing,FeatureSelection,Iteration,Fold,Precision,Recall,FMeasure,AUC,Kappa,NPofB20
AVRO,RandomForest,None,None,3,3,0.8889,0.8000,0.8421,0.9368,0.8335,0.9000
AVRO,RandomForest,None,None,3,4,0.8333,0.4545,0.5882,0.9769,0.5701,0.9091
AVRO,RandomForest,None,None,3,5,1.0000,0.6364,0.7778,0.9853,0.7669,0.9830
AVRO,RandomForest,None,None,3,6,0.8889,0.7273,0.8000,0.9335,0.7886,0.9091
AVRO,RandomForest,None,None,3,7,0.7778,0.6364,0.7000,0.9743,0.6829,0.9091
AVRO,RandomForest,None,None,3,8,0.8750,0.6364,0.7368,0.9850,0.7229,0.9091
AVRO,RandomForest,None,None,3,9,0.8182,0.8182,0.8182,0.9314,0.8066,0.8182
AVRO,RandomForest,None,None,3,10,0.7273,0.7273,0.7273,0.9338,0.7099,0.9091
AVRO,RandomForest,None,None,4,1,0.7273,0.7273,0.7273,0.9788,0.7100,0.8953
AVRO,RandomForest,None,None,4,2,1.0000,0.8182,0.9000,0.9431,0.8943,0.9091
AVRO,RandomForest,None,None,4,3,1.0000,0.5000,0.6667,0.9790,0.6541,1.0000
AVRO,RandomForest,None,None,4,4,0.6667,0.3636,0.4706,0.8032,0.4473,0.5455
AVRO,RandomForest,None,None,4,5,1.0000,0.6364,0.7778,0.9388,0.7669,0.9091
AVRO,RandomForest,None,None,4,6,0.7692,0.9091,0.8333,0.9958,0.8218,1.0000
AVRO,RandomForest,None,None,4,7,0.6000,0.5455,0.5714,0.8492,0.5456,0.6364
AVRO,RandomForest,None,None,4,8,0.8000,0.7273,0.7619,0.9900,0.7475,1.0000
AVRO,RandomForest,None,None,4,9,0.7778,0.6364,0.7000,0.9362,0.6829,0.9091
AVRO,RandomForest,None,None,4,10,0.5833,0.6364,0.6087,0.9782,0.5827,1.0000
AVRO,RandomForest,None,None,5,1,0.7000,0.6364,0.6667,0.9817,0.6467,0.8606
AVRO,RandomForest,None,None,5,2,0.5714,0.7273,0.6400,0.9833,0.6143,1.0000
AVRO,RandomForest,None,None,5,3,1.0000,0.6000,0.7500,0.9319,0.7394,0.9000
AVRO,RandomForest,None,None,5,4,1.0000,0.6364,0.7778,0.9322,0.7669,0.9091
AVRO,RandomForest,None,None,5,5,0.8000,0.7273,0.7619,0.9049,0.7475,0.7273
AVRO,RandomForest,None,None,5,6,1.0000,0.7273,0.8421,0.9848,0.8337,1.0000
AVRO,RandomForest,None,None,5,7,0.7692,0.9091,0.8333,0.9398,0.8218,0.9091
AVRO,RandomForest,None,None,5,8,1.0000,0.7273,0.8421,0.8886,0.8337,0.8182
AVRO,RandomForest,None,None,5,9,0.8889,0.7273,0.8000,0.9317,0.7886,0.8182
AVRO,RandomForest,None,None,5,10,0.8750,0.6364,0.7368,0.8347,0.7229,0.7273
AVRO,RandomForest,None,None,6,1,0.6667,0.3636,0.4706,0.9266,0.4474,0.8494
AVRO,RandomForest,None,None,6,2,1.0000,0.9091,0.9524,0.9893,0.9495,0.9091
AVRO,RandomForest,None,None,6,3,0.5000,0.4000,0.4444,0.9055,0.4162,0.8000
AVRO,RandomForest,None,None,6,4,0.7500,0.5455,0.6316,0.8731,0.6120,0.6364
AVRO,RandomForest,None,None,6,5,0.8000,0.7273,0.7619,0.9721,0.7475,0.9091
AVRO,RandomForest,None,None,6,6,1.0000,0.6364,0.7778,0.8883,0.7669,0.8182
AVRO,RandomForest,None,None,6,7,1.0000,0.8182,0.9000,0.9926,0.8943,1.0000
AVRO,RandomForest,None,None,6,8,0.4545,0.4545,0.4545,0.8229,0.4199,0.5455
AVRO,RandomForest,None,None,6,9,0.6923,0.8182,0.7500,0.9427,0.7327,0.9091
AVRO,RandomForest,None,None,6,10,0.8889,0.7273,0.8000,0.8778,0.7886,0.8182
AVRO,RandomForest,None,None,7,1,0.8571,0.5455,0.6667,0.9929,0.6505,1.0000
AVRO,RandomForest,None,None,7,2,0.8000,0.7273,0.7619,0.9472,0.7476,0.7273
AVRO,RandomForest,None,None,7,3,0.6250,0.5000,0.5556,0.9293,0.5330,0.9000
AVRO,RandomForest,None,None,7,4,1.0000,0.5455,0.7059,0.8783,0.6929,0.8182
AVRO,RandomForest,None,None,7,5,1.0000,0.9091,0.9524,0.9968,0.9495,0.9907
AVRO,RandomForest,None,None,7,6,0.7273,0.7273,0.7273,0.9175,0.7099,0.8182
AVRO,RandomForest,None,None,7,7,0.7500,0.5455,0.6316,0.8841,0.6120,0.8182
AVRO,RandomForest,None,None,7,8,0.7500,0.8182,0.7826,0.9393,0.7681,0.9091
AVRO,RandomForest,None,None,7,9,0.8571,0.5455,0.6667,0.9335,0.6504,0.9091
AVRO,RandomForest,None,None,7,10,0.6667,0.7273,0.6957,0.9388,0.6754,0.9091
AVRO,RandomForest,None,None,8,1,0.7143,0.4545,0.5556,0.8660,0.5340,0.7273
AVRO,RandomForest,None,None,8,2,0.8889,0.7273,0.8000,0.9901,0.7887,1.0000
AVRO,RandomForest,None,None,8,3,1.0000,0.6000,0.7500,0.9793,0.7394,1.0000
AVRO,RandomForest,None,None,8,4,0.8750,0.6364,0.7368,0.8353,0.7229,0.7273
AVRO,RandomForest,None,None,8,5,0.8000,0.7273,0.7619,0.8749,0.7475,0.7273
AVRO,RandomForest,None,None,8,6,0.6250,0.4545,0.5263,0.9130,0.5012,0.8182
AVRO,RandomForest,None,None,8,7,0.8333,0.9091,0.8696,0.9803,0.8609,0.9091
AVRO,RandomForest,None,None,8,8,0.9167,1.0000,0.9565,0.9995,0.9536,1.0000
AVRO,RandomForest,None,None,8,9,0.7500,0.8182,0.7826,0.9895,0.7681,0.9695
AVRO,RandomForest,None,None,8,10,0.8333,0.9091,0.8696,0.9955,0.8609,1.0000
AVRO,RandomForest,None,None,9,1,1.0000,0.6364,0.7778,0.8613,0.7670,0.7273
AVRO,RandomForest,None,None,9,2,0.8750,0.6364,0.7368,0.9470,0.7230,0.7273
AVRO,RandomForest,None,None,9,3,0.6923,0.9000,0.7826,0.9902,0.7684,1.0000
AVRO,RandomForest,None,None,9,4,1.0000,0.7273,0.8421,0.9937,0.8337,1.0000
AVRO,RandomForest,None,None,9,5,0.7273,0.7273,0.7273,0.9674,0.7099,0.9091
AVRO,RandomForest,None,None,9,6,0.6250,0.4545,0.5263,0.8734,0.5012,0.7273
AVRO,RandomForest,None,None,9,7,1.0000,0.6364,0.7778,0.9383,0.7669,0.8182
AVRO,RandomForest,None,None,9,8,0.7778,0.6364,0.7000,0.9196,0.6829,0.8182
AVRO,RandomForest,None,None,9,9,0.7143,0.9091,0.8000,0.9451,0.7856,0.9091
AVRO,RandomForest,None,None,9,10,0.8750,0.6364,0.7368,0.9393,0.7229,0.9091
AVRO,RandomForest,None,None,10,1,1.0000,0.6364,0.7778,0.9833,0.7670,1.0000
AVRO,RandomForest,None,None,10,2,0.8182,0.8182,0.8182,0.9410,0.8067,0.9091
AVRO,RandomForest,None,None,10,3,1.0000,0.9000,0.9474,0.9943,0.9445,1.0000
AVRO,RandomForest,None,None,10,4,0.5714,0.7273,0.6400,0.9669,0.6142,0.8182
AVRO,RandomForest,None,None,10,5,1.0000,0.5455,0.7059,0.8200,0.6929,0.6364
AVRO,RandomForest,None,None,10,6,0.8889,0.7273,0.8000,0.9884,0.7886,1.0000
AVRO,RandomForest,None,None,10,7,0.7500,0.5455,0.6316,0.9614,0.6120,0.8182
AVRO,RandomForest,None,None,10,8,1.0000,0.6364,0.7778,0.8382,0.7669,0.7273
AVRO,RandomForest,None,None,10,9,0.7778,0.6364,0.7000,0.8894,0.6829,0.8182
AVRO,RandomForest,None,None,10,10,0.7500,0.8182,0.7826,0.9390,0.7681,0.9091
AVRO,RandomForest,Undersampling,None,1,1,0.3226,0.9091,0.4762,0.9752,0.4258,0.7273
AVRO,RandomForest,Undersampling,None,1,2,0.3333,0.7273,0.4571,0.8874,0.4089,0.4787
AVRO,RandomForest,Undersampling,None,1,3,0.2273,1.0000,0.3704,0.9796,0.3092,0.6000
AVRO,RandomForest,Undersampling,None,1,4,0.2647,0.8182,0.4000,0.9030,0.3404,0.7273
AVRO,RandomForest,Undersampling,None,1,5,0.2558,1.0000,0.4074,0.9750,0.3451,0.8182
AVRO,RandomForest,Undersampling,None,1,6,0.2571,0.8182,0.3913,0.9393,0.3304,0.6364
AVRO,RandomForest,Undersampling,None,1,7,0.2750,1.0000,0.4314,0.9682,0.3725,0.4295
AVRO,RandomForest,Undersampling,None,1,8,0.3846,0.9091,0.5405,0.9803,0.4984,0.6976
AVRO,RandomForest,Undersampling,None,1,9,0.3333,0.8182,0.4737,0.8610,0.4248,0.8182
AVRO,RandomForest,Undersampling,None,1,10,0.2564,0.9091,0.4000,0.9288,0.3383,0.6364
AVRO,RandomForest,Undersampling,None,2,1,0.2703,0.9091,0.4167,0.9438,0.3578,0.6364
AVRO,RandomForest,Undersampling,None,2,2,0.2051,0.7273,0.3200,0.8720,0.2505,0.3636
AVRO,RandomForest,Undersampling,None,2,3,0.2222,1.0000,0.3636,0.9661,0.3015,0.7000
AVRO,RandomForest,Undersampling,None,2,4,0.2647,0.8182,0.4000,0.9151,0.3404,0.7273
AVRO,RandomForest,Undersampling,None,2,5,0.2558,1.0000,0.4074,0.9769,0.3451,0.6224
AVRO,RandomForest,Undersampling,None,2,6,0.2750,1.0000,0.4314,0.9992,0.3725,0.6364
AVRO,RandomForest,Undersampling,None,2,7,0.2703,0.9091,0.4167,0.9714,0.3574,0.8182
AVRO,RandomForest,Undersampling,None,2,8,0.3226,0.9091,0.4762,0.9267,0.4255,0.5308
AVRO,RandomForest,Undersampling,None,2,9,0.3571,0.9091,0.5128,0.9511,0.4671,1.0000
AVRO,RandomForest,Undersampling,None,2,10,0.3056,1.0000,0.4681,0.9716,0.4145,0.6364
AVRO,RandomForest,Undersampling,None,3,1,0.2857,0.9091,0.4348,0.9159,0.3786,0.7273
AVRO,RandomForest,Undersampling,None,3,2,0.2647,0.8182,0.4000,0.8767,0.3408,0.8182
AVRO,RandomForest,Undersampling,None,3,3,0.2439,1.0000,0.3922,0.9796,0.3340,0.9000
AVRO,RandomForest,Undersampling,None,3,4,0.2647,0.8182,0.4000,0.9030,0.3404,0.5455
AVRO,RandomForest,Undersampling,None,3,5,0.2821,1.0000,0.4400,0.9719,0.3824,0.6364
AVRO,RandomForest,Undersampling,None,3,6,0.2632,0.9091,0.4082,0.9653,0.3477,0.7273
AVRO,RandomForest,Undersampling,None,3,7,0.2632,0.9091,0.4082,0.9414,0.3477,0.5455
AVRO,RandomForest,Undersampling,None,3,8,0.3125,0.9091,0.4651,0.9398,0.4129,0.5455
AVRO,RandomForest,Undersampling,None,3,9,0.2381,0.9091,0.3774,0.9627,0.3122,0.4545
AVRO,RandomForest,Undersampling,None,3,10,0.4074,1.0000,0.5789,0.9869,0.5399,0.9091
AVRO,RandomForest,Undersampling,None,4,1,0.2973,1.0000,0.4583,0.9885,0.4037,0.6364
AVRO,RandomForest,Undersampling,None,4,2,0.3125,0.9091,0.4651,0.9357,0.4132,0.3636
AVRO,RandomForest,Undersampling,None,4,3,0.2353,0.8000,0.3636,0.9103,0.3053,0.6036
AVRO,RandomForest,Undersampling,None,4,4,0.2963,0.7273,0.4211,0.9028,0.3673,0.6364
AVRO,RandomForest,Undersampling,None,4,5,0.3030,0.9091,0.4545,0.9732,0.4008,0.9091
AVRO,RandomForest,Undersampling,None,4,6,0.2391,1.0000,0.3860,0.9890,0.3204,0.6364
AVRO,RandomForest,Undersampling,None,4,7,0.2571,0.8182,0.3913,0.8902,0.3304,0.6364
AVRO,RandomForest,Undersampling,None,4,8,0.2558,1.0000,0.4074,0.9721,0.3451,0.9091
AVRO,RandomForest,Undersampling,None,4,9,0.2632,0.9091,0.4082,0.9204,0.3477,0.8182
AVRO,RandomForest,Undersampling,None,4,10,0.3793,1.0000,0.5500,0.9824,0.5073,0.5455
AVRO,RandomForest,Undersampling,None,5,1,0.2391,1.0000,0.3860,0.9862,0.3208,0.6364
AVRO,RandomForest,Undersampling,None,5,2,0.2683,1.0000,0.4231,0.9768,0.3634,0.8182
AVRO,RandomForest,Undersampling,None,5,3,0.2941,1.0000,0.4545,0.9845,0.4045,0.7000
AVRO,RandomForest,Undersampling,None,5,4,0.2683,1.0000,0.4231,0.9674,0.3630,0.8555
AVRO,RandomForest,Undersampling,None,5,5,0.1875,0.8182,0.3051,0.9241,0.2302,0.6364
AVRO,RandomForest,Undersampling,None,5,6,0.3143,1.0000,0.4783,0.9774,0.4260,0.6480
AVRO,RandomForest,Undersampling,None,5,7,0.2632,0.9091,0.4082,0.9674,0.3477,0.7273
AVRO,RandomForest,Undersampling,None,5,8,0.2857,0.9091,0.4348,0.9393,0.3782,0.5455
AVRO,RandomForest,Undersampling,None,5,9,0.2273,0.9091,0.3636,0.9204,0.2963,0.5455
AVRO,RandomForest,Undersampling,None,5,10,0.2286,0.7273,0.3478,0.8558,0.2826,0.3636
AVRO,RandomForest,Undersampling,None,6,1,0.3478,0.7273,0.4706,0.9519,0.4243,0.8447
AVRO,RandomForest,Undersampling,None,6,2,0.3030,0.9091,0.4545,0.9472,0.4011,0.4545
AVRO,RandomForest,Undersampling,None,6,3,0.2727,0.9000,0.4186,0.9325,0.3657,0.8000
AVRO,RandomForest,Undersampling,None,6,4,0.1887,0.9091,0.3125,0.8928,0.2369,0.4545
AVRO,RandomForest,Undersampling,None,6,5,0.2973,1.0000,0.4583,0.9882,0.4033,0.6364
AVRO,RandomForest,Undersampling,None,6,6,0.2500,0.8182,0.3830,0.9125,0.3208,0.3636
AVRO,RandomForest,Undersampling,None,6,7,0.2500,1.0000,0.4000,0.9911,0.3365,0.7273
AVRO,RandomForest,Undersampling,None,6,8,0.2041,0.9091,0.3333,0.9133,0.2612,0.8182
AVRO,RandomForest,Undersampling,None,6,9,0.2632,0.9091,0.4082,0.9493,0.3477,0.5455
AVRO,RandomForest,Undersampling,None,6,10,0.2308,0.8182,0.3600,0.9322,0.2942,0.6364
AVRO,RandomForest,Undersampling,None,7,1,0.3548,1.0000,0.5238,0.9820,0.4780,0.8182
AVRO,RandomForest,Undersampling,None,7,2,0.2632,0.9091,0.4082,0.9245,0.3480,0.5455
AVRO,RandomForest,Undersampling,None,7,3,0.2647,0.9000,0.4091,0.9560,0.3549,0.5000
AVRO,RandomForest,Undersampling,None,7,4,0.2963,0.7273,0.4211,0.8437,0.3673,0.5455
AVRO,RandomForest,Undersampling,None,7,5,0.3438,1.0000,0.5116,0.9895,0.4639,0.4545
AVRO,RandomForest,Undersampling,None,7,6,0.2381,0.9091,0.3774,0.9369,0.3122,0.7273
AVRO,RandomForest,Undersampling,None,7,7,0.2857,0.9091,0.4348,0.9511,0.3782,0.3886
AVRO,RandomForest,Undersampling,None,7,8,0.2973,1.0000,0.4583,0.9827,0.4033,0.8182
AVRO,RandomForest,Undersampling,None,7,9,0.2381,0.9091,0.3774,0.9083,0.3122,0.5455
AVRO,RandomForest,Undersampling,None,7,10,0.2703,0.9091,0.4167,0.9559,0.3574,0.9091
AVRO,RandomForest,Undersampling,None,8,1,0.2558,1.0000,0.4074,0.9660,0.3454,0.7106
AVRO,RandomForest,Undersampling,None,8,2,0.3548,1.0000,0.5238,0.9833,0.4780,0.8383
AVRO,RandomForest,Undersampling,None,8,3,0.2813,0.9000,0.4286,0.9345,0.3770,0.7000
AVRO,RandomForest,Undersampling,None,8,4,0.3103,0.8182,0.4500,0.8776,0.3978,0.4545
AVRO,RandomForest,Undersampling,None,8,5,0.3200,0.7273,0.4444,0.8684,0.3941,0.7106
AVRO,RandomForest,Undersampling,None,8,6,0.2857,0.9091,0.4348,0.9509,0.3782,0.7273
AVRO,RandomForest,Undersampling,None,8,7,0.2703,0.9091,0.4167,0.9519,0.3574,0.8182
AVRO,RandomForest,Undersampling,None,8,8,0.2750,1.0000,0.4314,0.9834,0.3725,0.6364
AVRO,RandomForest,Undersampling,None,8,9,0.3143,1.0000,0.4783,0.9919,0.4260,0.6364
AVRO,RandomForest,Undersampling,None,8,10,0.2619,1.0000,0.4151,0.9624,0.3539,0.8182
AVRO,RandomForest,Undersampling,None,9,1,0.2326,0.9091,0.3704,0.9569,0.3045,0.7273
AVRO,RandomForest,Undersampling,None,9,2,0.2750,1.0000,0.4314,0.9788,0.3729,0.6364
AVRO,RandomForest,Undersampling,None,9,3,0.2778,1.0000,0.4348,0.9894,0.3822,0.7024
AVRO,RandomForest,Undersampling,None,9,4,0.2444,1.0000,0.3929,0.9913,0.3283,0.8182
AVRO,RandomForest,Undersampling,None,9,5,0.2083,0.9091,0.3390,0.9461,0.2678,0.4545
AVRO,RandomForest,Undersampling,None,9,6,0.2647,0.8182,0.4000,0.9217,0.3404,0.6364
AVRO,RandomForest,Undersampling,None,9,7,0.3333,0.9091,0.4878,0.9482,0.4387,0.8548
AVRO,RandomForest,Undersampling,None,9,8,0.3226,0.9091,0.4762,0.9296,0.4255,0.6207
AVRO,RandomForest,Undersampling,None,9,9,0.3125,0.9091,0.4651,0.9651,0.4129,0.9091
AVRO,RandomForest,Undersampling,None,9,10,0.3226,0.9091,0.4762,0.9443,0.4255,0.5455
AVRO,RandomForest,Undersampling,None,10,1,0.3143,1.0000,0.4783,0.9585,0.4264,0.7273
AVRO,RandomForest,Undersampling,None,10,2,0.2326,0.9091,0.3704,0.9509,0.3045,0.6364
AVRO,RandomForest,Undersampling,None,10,3,0.2273,1.0000,0.3704,0.9756,0.3092,0.6000
AVRO,RandomForest,Undersampling,None,10,4,0.2973,1.0000,0.4583,0.9566,0.4033,0.6364
AVRO,RandomForest,Undersampling,None,10,5,0.3500,0.6364,0.4516,0.9025,0.4058,0.7273
AVRO,RandomForest,Undersampling,None,10,6,0.3438,1.0000,0.5116,0.9942,0.4639,0.8182
AVRO,RandomForest,Undersampling,None,10,7,0.3667,1.0000,0.5366,0.9845,0.4922,0.9213
AVRO,RandomForest,Undersampling,None,10,8,0.3226,0.9091,0.4762,0.9296,0.4255,0.6364
AVRO,RandomForest,Undersampling,None,10,9,0.3333,0.8182,0.4737,0.8728,0.4248,0.5436
AVRO,RandomForest,Undersampling,None,10,10,0.2683,1.0000,0.4231,0.9821,0.3630,0.6364
AVRO,RandomForest,Oversampling,None,1,1,0.7692,0.9091,0.8333,0.9807,0.8219,0.9091
AVRO,RandomForest,Oversampling,None,1,2,0.7778,0.6364,0.7000,0.8550,0.6830,0.6364
AVRO,RandomForest,Oversampling,None,1,3,0.6250,1.0000,0.7692,0.9894,0.7527,1.0000
AVRO,RandomForest,Oversampling,None,1,4,0.7778,0.6364,0.7000,0.9511,0.6829,0.8182
AVRO,RandomForest,Oversampling,None,1,5,0.6667,0.9091,0.7692,0.9769,0.7521,0.9091
AVRO,RandomForest,Oversampling,None,1,6,0.8000,0.7273,0.7619,0.9898,0.7475,1.0000
AVRO,RandomForest,Oversampling,None,1,7,0.7778,0.6364,0.7000,0.9375,0.6829,0.6364
AVRO,RandomForest,Oversampling,None,1,8,1.0000,0.9091,0.9524,0.9976,0.9495,1.0000
AVRO,RandomForest,Oversampling,None,1,9,0.6364,0.6364,0.6364,0.9030,0.6132,0.8182
AVRO,RandomForest,Oversampling,None,1,10,0.6667,0.9091,0.7692,0.9270,0.7521,0.9091
AVRO,RandomForest,Oversampling,None,2,1,0.8000,0.7273,0.7619,0.9279,0.7476,0.8182
AVRO,RandomForest,Oversampling,None,2,2,0.6154,0.7273,0.6667,0.9509,0.6437,0.7273
AVRO,RandomForest,Oversampling,None,2,3,0.7500,0.9000,0.8182,0.9856,0.8067,1.0000
AVRO,RandomForest,Oversampling,None,2,4,1.0000,0.8182,0.9000,0.9827,0.8943,1.0000
AVRO,RandomForest,Oversampling,None,2,5,0.7692,0.9091,0.8333,0.9756,0.8218,0.9091
AVRO,RandomForest,Oversampling,None,2,6,0.7857,1.0000,0.8800,0.9932,0.8714,1.0000
AVRO,RandomForest,Oversampling,None,2,7,0.6250,0.9091,0.7407,0.9863,0.7210,1.0000
AVRO,RandomForest,Oversampling,None,2,8,0.7273,0.7273,0.7273,0.9288,0.7099,0.9091
AVRO,RandomForest,Oversampling,None,2,9,0.7500,0.8182,0.7826,0.9884,0.7681,1.0000
AVRO,RandomForest,Oversampling,None,2,10,1.0000,0.6364,0.7778,0.9905,0.7669,0.9091
AVRO,RandomForest,Oversampling,None,3,1,0.9091,0.9091,0.9091,0.9389,0.9033,0.9091
AVRO,RandomForest,Oversampling,None,3,2,0.9000,0.8182,0.8571,0.9282,0.8486,0.9091
AVRO,RandomForest,Oversampling,None,3,3,0.7500,0.9000,0.8182,0.9848,0.8067,1.0000
AVRO,RandomForest,Oversampling,None,3,4,0.6154,0.7273,0.6667,0.9209,0.6436,0.8182
AVRO,RandomForest,Oversampling,None,3,5,0.8182,0.8182,0.8182,0.9911,0.8066,1.0000
AVRO,RandomForest,Oversampling,None,3,6,0.5882,0.9091,0.7143,0.9272,0.6919,0.9091
AVRO,RandomForest,Oversampling,None,3,7,0.7143,0.9091,0.8000,0.9687,0.7856,0.9091
AVRO,RandomForest,Oversampling,None,3,8,1.0000,0.9091,0.9524,0.9900,0.9495,0.9091
AVRO,RandomForest,Oversampling,None,3,9,0.8182,0.8182,0.8182,0.9327,0.8066,0.9091
AVRO,RandomForest,Oversampling,None,3,10,0.7500,0.8182,0.7826,0.9848,0.7681,1.0000
AVRO,RandomForest,Oversampling,None,4,1,0.9091,0.9091,0.9091,0.9760,0.9033,0.9091
AVRO,RandomForest,Oversampling,None,4,2,0.7143,0.9091,0.8000,0.9734,0.7857,0.9005
AVRO,RandomForest,Oversampling,None,4,3,0.8571,0.6000,0.7059,0.9155,0.6921,0.9000
AVRO,RandomForest,Oversampling,None,4,4,0.8333,0.4545,0.5882,0.8531,0.5701,0.7273
AVRO,RandomForest,Oversampling,None,4,5,0.7500,0.8182,0.7826,0.9808,0.7681,0.9091
AVRO,RandomForest,Oversampling,None,4,6,0.7857,1.0000,0.8800,0.9898,0.8714,1.0000
AVRO,RandomForest,Oversampling,None,4,7,0.7778,0.6364,0.7000,0.8781,0.6829,0.8182
AVRO,RandomForest,Oversampling,None,4,8,0.7333,1.0000,0.8462,0.9919,0.8348,1.0000
AVRO,RandomForest,Oversampling,None,4,9,0.5333,0.7273,0.6154,0.9572,0.5869,0.9091
AVRO,RandomForest,Oversampling,None,4,10,0.7857,1.0000,0.8800,0.9866,0.8714,1.0000
AVRO,RandomForest,Oversampling,None,5,1,0.9000,0.8182,0.8571,0.9916,0.8486,0.9826
AVRO,RandomForest,Oversampling,None,5,2,0.6875,1.0000,0.8148,0.9830,0.8008,1.0000
AVRO,RandomForest,Oversampling,None,5,3,0.7273,0.8000,0.7619,0.9856,0.7475,1.0000
AVRO,RandomForest,Oversampling,None,5,4,0.9000,0.8182,0.8571,0.9866,0.8485,1.0000
AVRO,RandomForest,Oversampling,None,5,5,0.7500,0.8182,0.7826,0.9185,0.7681,0.8182
AVRO,RandomForest,Oversampling,None,5,6,0.9091,0.9091,0.9091,0.9940,0.9033,1.0000
AVRO,RandomForest,Oversampling,None,5,7,0.6667,0.9091,0.7692,0.9372,0.7521,0.9091
AVRO,RandomForest,Oversampling,None,5,8,0.7500,0.8182,0.7826,0.9325,0.7681,0.9091
AVRO,RandomForest,Oversampling,None,5,9,0.6429,0.8182,0.7200,0.9587,0.6999,0.9031
AVRO,RandomForest,Oversampling,None,5,10,0.8889,0.7273,0.8000,0.8644,0.7886,0.7273
AVRO,RandomForest,Oversampling,None,6,1,0.8889,0.7273,0.8000,0.9788,0.7887,0.9091
AVRO,RandomForest,Oversampling,None,6,2,0.8333,0.9091,0.8696,0.9383,0.8609,0.9091
AVRO,RandomForest,Oversampling,None,6,3,0.7143,0.5000,0.5882,0.9172,0.5689,0.8000
AVRO,RandomForest,Oversampling,None,6,4,0.7500,0.8182,0.7826,0.9225,0.7681,0.8182
AVRO,RandomForest,Oversampling,None,6,5,0.8182,0.8182,0.8182,0.9580,0.8066,0.8182
AVRO,RandomForest,Oversampling,None,6,6,0.6667,0.7273,0.6957,0.9175,0.6754,0.7273
AVRO,RandomForest,Oversampling,None,6,7,0.7692,0.9091,0.8333,0.9926,0.8218,0.9792
AVRO,RandomForest,Oversampling,None,6,8,0.5833,0.6364,0.6087,0.8466,0.5827,0.8182
AVRO,RandomForest,Oversampling,None,6,9,0.6250,0.9091,0.7407,0.9832,0.7210,1.0000
AVRO,RandomForest,Oversampling,None,6,10,0.6429,0.8182,0.7200,0.9798,0.6999,1.0000
AVRO,RandomForest,Oversampling,None,7,1,1.0000,0.9091,0.9524,0.9984,0.9495,1.0000
AVRO,RandomForest,Oversampling,None,7,2,0.6667,0.7273,0.6957,0.9475,0.6755,0.8182
AVRO,RandomForest,Oversampling,None,7,3,0.8000,0.8000,0.8000,0.9267,0.7885,0.9000
AVRO,RandomForest,Oversampling,None,7,4,0.6667,0.7273,0.6957,0.9280,0.6754,0.7273
AVRO,RandomForest,Oversampling,None,7,5,0.7692,0.9091,0.8333,0.9900,0.8218,0.9091
AVRO,RandomForest,Oversampling,None,7,6,0.7273,0.7273,0.7273,0.9319,0.7099,0.9091
AVRO,RandomForest,Oversampling,None,7,7,0.7500,0.8182,0.7826,0.9325,0.7681,0.8700
AVRO,RandomForest,Oversampling,None,7,8,0.6250,0.9091,0.7407,0.9656,0.7210,0.9091
AVRO,RandomForest,Oversampling,None,7,9,0.9000,0.8182,0.8571,0.9270,0.8485,0.8182
